,_id,cat,description,name,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
179,0401-001110-0006141,"[""girls"",""dresses"",""mini-dresses""]","Supernova stars can't outshine you in this super cute woven sundress. Rich blue and pink galaxy print and a tie-back with a cutout create an out-of-this-world glam.
			Undergarment sold separately
			Paneled elastic waistband
			100% rayon
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0401-001110-0006141",Galaxy Tie-Back Dress,0.0,0.0,0.0,0.0
180,0401-001110-0006632,"[""girls"",""dresses"",""mini-dresses""]","Grab your shades and pull on this cute summer favorite! A woven sun dress is a summer essential and this piece features a flowing popover top. 
			Fully lined
			Adjustable straps
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0401-001110-0006632",Neon Orange Summer Love Popover Dress,14.0,0.0,0.0,0.0
181,0403-000124-0006140,"[""girls"",""activewear""]","Soft & comfy yoga pant with a hot pink waistband.
			Approx. 16 in. leg opening
			Approx 31 in. inseam
			95% cotton, 5% spandex
			Machine washable
			Model wears size Small
			Imported
			STYLE: 0403-000124-0006140",Hot Pink Waistband Yoga Pant,1.0,0.0,0.0,0.0
182,0404-000212-0000283,"[""girls"",""activewear""]","Whether you're running laps round the track or at the mall, this comfortable active legging is designed to move with you. Made of sturdy knit material with reinforced stitching, this capri comes in a fun allover neon paint splatter print.
			Moisture-wicking technology to keep you cool and dry
			Paneled waistband with elastic at top for core support
			Gusseted for comfortable movement
			Approx. 9 in. leg opening; approx. 19 in. inseam
			90% polyester, 10% spandex
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0404-000212-0000283",Neon Paint Splatter Active Capri,1.0,0.0,0.0,0.0
183,0408-001110-0002817,"[""girls"",""dresses"",""jumpsuits-and-rompers""]","With gorgeous weather on the horizon, who wants to spend extra time getting ready? Slip on this soft woven romper for instant style and you're ready to play! It features a black and white tie-dye ""wave"" pattern, plus crochet trim.
			Approx. 3 in. inseam
			Encased elastic waistband
			100% rayon
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0408-001110-0002817",Tie-Dye Wave Romper,5.0,6.0,0.0,0.0
184,0430-000150-0001440,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","Being a dreamer is the first step towards finding success. This cute tank top is built with a ribbed knit body and displays a screen print of a dreamcatcher at the front. Complete with ""Dreamer"" printed across the front.
			62% polyester, 35% cotton, 3% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-000150-0001440",Dreamcatcher Ribbed Tank,0.0,0.0,0.0,0.0
185,0430-000150-0001460,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","Back-handed compliments aren't the best way to handle a situation but let's be honest, they are the most satisfying. This knit tank top features the familiar ""Thanks"" shopping bag print with an added bonus ""For Nothing"" at the bottom.
			65% polyester, 33% cotton, 2% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-000150-0001460",Thanks For Nothing Tank,0.0,0.0,0.0,0.0
186,0430-000150-0001490,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","Summer is meant for letting loose and having a good time. Explore the limits in this graphic knit tank top, heathered and featuring a southwestern sunset print. Complete with ""Wild and Free"" printed at the front.
			65% polyester, 33% cotton, 2% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-000150-0001490",Wild & Free Graphic Tank,5.0,25.0,0.0,0.0
187,0430-000483-0003949,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","This adorable knit tank is ready to see some spring time fun! Made with a jersey knit burnout fabric with Mickey Mouse printed across the front.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Small
			Imported
			Officially licensed by Disney
			STYLE: 0430-000483-0003949",Mickey Burnout Tank,0.0,0.0,0.0,0.0
188,0430-000507-0006300,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","Thug life chooses some, but the good ones choose this: a fun jersey tank featuring ""Thug Life"" in deceptively charming floral print. Just keeping it real.
			59% cotton, 38% polyester, 3% spandex
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0430-000507-0006300",Floral Thug Life Tank,0.0,0.0,0.0,0.0
189,0430-000875-0000214-0010,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","This jersey knit muscle tank is the prettiest contradiction. Features an image of Marilyn Monroe at the front with ""Thug Life"" written across the front. Complete with raw cut arm openings.
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0430-000875-0000214",Thug Life Marilyn Muscle Tank,6.0,76.0,2.0,0.0
190,0430-000875-0005104,"[""girls"",""graphic-tees-and-tanks"",""graphic-tees""]","She isn't the Queen of the Golden Era of Hollywood for nothing. This jersey knit tee features a screen print image of Marilyn Monroe at the front. Complete with a lace insert at the back yoke.
			83% polyester, 14% rayon, 3% spandex
			Machine wash 
			Model wears size Small
			Made in U.S.A.
			STYLE: 0430-000875-0005104",Queen Marilyn Lace Tee,6.0,3.0,0.0,0.0
191,0430-001110-0002610,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","Everything about this tank shouts ""Good Vibes!"" It's made of super soft brushed jersey. It's got fun rainbow foil, varsity-lettered text. It's got a cute peephole back. Come on, you know you want on this happy train.
			Rounded hem
			92% polyester, 8% spandex
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0430-001110-0002610",Rainbow Foil Good Vibes Tank,3.0,0.0,0.0,0.0
192,0430-001484-0003300,"[""girls"",""graphic-tees-and-tanks"",""graphic-tees""]","Although his idea of an all-night party may be different than yours, this muscle tee features the Batman logo encrusted with rhinestones. Complete with the phrase ""Staying Up!! All Night"" in a bold screen print and black trim.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Small
			Imported
			Officially licensed by DC Comics
			Undergarment not included
			STYLE: 0430-001484-0003300",All Nighter Batman Muscle Tee,3.0,15.0,0.0,0.0
193,0430-001619-0001608,"[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]","This cute jersey knit tank top says it all at the front. Designed with screen printed graphics of a sunglass-clad emoji and a Greek border.
			100% cotton
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-001619-0001608",Keep It 100 Greek Emoji Tank,3.0,0.0,0.0,0.0
194,0430-001636-0009830,"[""girls"",""graphic-tees-and-tanks"",""graphic-tees""]","Call it what you want but it's always the same thing. This jersey knit tank has: ""I Don't Sweat I, I Sparkle"", written across the front and mesh inset arm openings.
			95% rayon, 5% spandex
			Machine wash 
			Model wears size Small
			Made in U.S.A.
			STYLE: 0430-001636-0009830",I Don't Sweat Tank Top,0.0,0.0,0.0,0.0
195,0432-000236-0000047,"[""girls"",""bras"",""deep-plunge""]","The Deep Plunge Push-Up Bra, perfect for V-neck tops & low-cut dresses, in color blocked neon and natural pink, with cool contrasted piping. Full coverage & dramatic lift.
			tarea by rue21
			J-hook on back strap to create racerback
			93% polyester, 7% spandex
			Machine wash
			Model wears size 34B
			Imported
			STYLE: 0432-000236-0000047",Pink Piped Deep Plunge Push-Up Bra,1.0,0.0,0.0,0.0
196,0437-000877-0000508,"[""girls"",""bras"",""bandeaus-and-bralettes""]","A flirty and brightly colored lace bandeau bra top to brighten up the winter drear with ruching at the center bust. Perfect for pairing with sheer tops and tanks!
			tarea by rue21
			Removable and adjustable straps
			Removable cups
			90% nylon, 10% spandex
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0437-000877-0000508",Medium Pink Spring Fling Ruched Lace Bandeau,3.0,1.0,0.0,0.0
197,0455-000065-0001544,"[""girls"",""swim"",""swim-tops""]","Surf's up and you're ready in this hot halter bikini top, designed in a flattering neon pink. Ideal for mixing and matching.
			ruebleu SWIM by rue21
			Mix 'n match piece
			Moderate lift with underwire
			Back hook closure; optional halter straps
			Shell - 82% nylon, 18% spandex; Lining - 100% polyester
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0455-000065-0001544",Neon Fuschia Neon Push-Up Halter Bikini Top,17.0,5.0,0.0,0.0
198,0455-001083-0004023,"[""girls"",""swim"",""swim-tops""]","Hit the beach in this figure-flattering, twist front push up bikini top. Is it Summer yet?
			ruebleu SWIM by rue21
			Mix 'n match piece
			82% nylon, 18% spandex; Lining: 100% polyester
			Hand wash 
			Model wears size Medium
			Imported
			STYLE: 0455-001083-0004023",Fuschia Crochet Tie Dye Push-Up Bikini Top,4.0,0.0,0.0,0.0
199,0455-001554-0001542,"[""girls"",""swim"",""swim-tops""]","Pretty and durable, this neoprene bikini top can handle your best cannonball. Designed with light foam cups and underwire for moderate lift.
			ruebleu SWIM by rue21
			Mix 'n match piece
			Moderate lift with underwire
			Halter top tie; back clasp fastener
			Shell 1: 88% polyester, 12% spandex; Shell 2: 82% nylon, 18% spandex; Lining: 100% polyester
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0455-001554-0001542",Coral Neoprene Balconette Bikini Top,1.0,0.0,0.0,0.0
200,0455-001555-0000019,"[""girls"",""swim"",""swim-tops""]","Surf's up and you're ready in this hot bandeau bikini top, featuring a flattering multi colored neon tribal design. Optional halter straps and cool caging on the sides add some trendy details to this stop-and-stare swim piece.
			ruebleu SWIM by rue21
			Mix 'n match piece
			Moderate lift with underwire
			Back hook closure; optional halter straps
			Shell - 82% nylon, 18% spandex; Lining - 100% polyester
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0455-001555-0000019",Neon Tribal Push-Up Bandeau Bikini Top,5.0,0.0,0.0,0.0
201,0456-001083-0004040,"[""girls"",""swim"",""swim-tops""]","The perfect swim top for the beach babe, this sexy bandeau bikini top features a flirty twist-front for a retro glam look. You'll need shades to look at this one directly.
			ruebleu SWIM by rue21
			Mix 'n match piece
			Removable cups, light side boning
			Back hook closure and optional halter straps
			Shell - 82% nylon, 18% spandex; Lining - 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0456-001083-0004040",Black Retro Twist Bandeau Bikini Top,9.0,0.0,0.0,0.0
202,0456-001746-0001403,"[""girls"",""swim"",""swim-tops""]","Get ready for a fun filled day in the sun in this cute bandeau midkini top, featuring a black and white tribal design with pop of neon color. Moderate coverage with light foam cups. Removable halter strap.
			Mix 'n match piece
			Moderate lift with underwire
			Double back hook closure
			82% nylon, 18% spandex; Lining: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0456-001746-0001403",Neon Pop Midkini Top,1.0,0.0,0.0,0.0
203,0456-001746-0001404,"[""girls"",""swim"",""swim-tops""]","Get ready for a fun filled day in the sun in this cute bandeau midkini top, featuring a black and coral tribal design. Moderate coverage with light foam cups. Removable halter strap.
			Mix 'n match piece
			Moderate lift with underwire
			Double back hook closure
			82% nylon, 18% spandex; Lining: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0456-001746-0001404",Peach Coral Tribal Midkini Top,9.0,0.0,0.0,0.0
204,0457-001659-0002787,"[""girls"",""swim"",""swim-tops""]","Hit the beach! Triangle bikini top with spaghetti strap ties. Removable cups.
			ruebleu SWIM by rue21
			Mix 'n match piece
			82% nylon, 18% spandex
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0457-001659-0002787",Triangle Bikini Top in Pastel Ombre,1.0,0.0,0.0,0.0
205,0460-001746-0001511,"[""girls"",""swim"",""swim-bottoms""]","Gear up for the beach and get ready to hit the water in this cute lop side bikini bottom, featuring a pink and purple color splash pattern! Moderate coverage with a ruched back.
			Mix 'n match piece
			Low rise, moderate coverage
			82% nylon, 18% spandex; Lining: 100% polyester
			Hand wash 
			Model wears size Small
			Imported
			STYLE: 0460-001746-0001511",Color Splash Loop Side Tie Bottom,2.0,0.0,0.0,0.0
206,0461-001554-0000015,"[""girls"",""swim"",""swim-bottoms""]","Hit the beach in this hipster bottom with flattering contrast ruching on the sides and a fun neon ""cotton ball"" pattern. Low rise, moderate coverage.
			ruebleu SWIM by rue21
			Mix 'n match piece
			82% nylon, 18% spandex
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0461-001554-0000015",Neon Cotton Ball Ruched Hipster Bottom,3.0,3.0,0.0,0.0
207,0463-001555-0000013,"[""girls"",""swim"",""swim-bottoms""]","Hit the beach in this hipster bottom with flattering caging on the sides and a wild tribal neon pattern. Low rise, moderate coverage.
			ruebleu SWIM by rue21
			Mix 'n match piece
			Low rise, moderate coverage
			Shell - 82% nylon, 18% spandex; Lining - 100% polyester
			Hand wash
			Model wears size Small
			Imported
			STYLE: 0463-001555-0000013",Neon Tribal Caged Hipster Bottom,1.0,0.0,0.0,0.0
